text,emotion
la verdad es que me siento muy triste y sin motivacion,triste
que dia tan bueno fue este,feliz
desde ayer estoy cansado mentalmente esta semana,triste
en serio esto arruino mi dia ultimamente,enojo
me siento sin energia por todo lo que paso,triste
no puedo creer que estoy furioso contigo y me parece muy mal,enojo
en serio me da demasiada rabia y eso empeora todo,enojo
me saca de quicio tu actitud y no lo entiendo,enojo
la verdad estoy muy enojado todo el tiempo,enojo
desde ayer me encanta este momento,feliz
ahora mismo estoy emocionado y me encanta,feliz
estoy muy triste y sin animo de nada de verdad,triste
me siento vacio y sin ganas de nada y me duele mucho,triste
te juro que que desconsiderado eres siempre en serio,enojo
la verdad estoy muy enojado ultimamente,enojo
la verdad es que estoy muy nervioso con todo lo que pasa y eso me preocupa mucho,miedo
la verdad tengo miedo de fallar y eso me preocupa,miedo
mira no entiendo como puedes actuar asi y eso no esta bien,enojo
que dia tan especial fue hoy para mi,feliz
tengo un presentimiento malo muy fuerte y me tiene muy nervioso,miedo
hoy que bonito momento vivimos hoy y estoy muy contento,feliz
oye ya basta con esa actitud y no lo voy a tolerar,enojo
la verdad estoy muy preocupado y no se que hacer,miedo
en este momento me preocupa el futuro ultimamente,miedo
me da mucho miedo enfrentar esta situacion,miedo
siento una tristeza muy profunda y no lo puedo superar,triste
honestamente me da una bronca tremenda,enojo
que caradureza la tuya en serio,enojo
en este momento todo salio excelente esta semana,feliz
sinceramente siento una preocupacion enorme ahora,miedo
de verdad me decepciona mucho tu actitud sin excusas,enojo
en este momento estoy muy preocupado y eso me preocupa,miedo
la verdad es que me aterra pensar en lo que puede ocurrir,miedo
la verdad todo me pone mal otra vez,triste
no puedo evitar que siento una ansiedad tremenda ahora y eso me preocupa mucho,miedo
sinceramente tengo panico por todo lo que pasa,miedo
en serio todo me irrita y eso empeora todo,enojo
me da una ira terrible y no lo entiendo,enojo
honestamente me indigna tu forma de actuar,enojo
me siento muy triste y sin motivacion de verdad,triste
siento una soledad enorme que me pesa y me duele mucho,triste
estoy muy apenado por lo sucedido y me duele mucho,triste
me indigna mucho tu comportamiento y punto,enojo
definitivamente me siento excelente hoy,feliz
de verdad me agota tu comportamiento y no lo entiendo,enojo
estoy muy apenado y no puedo superarlo y no se como seguir,triste
ahora mismo siento mucha presion otra vez,miedo
desde ayer hoy fue maravilloso ultimamente,feliz
realmente me duele mucho esto en este momento,triste
sinceramente estoy agotado emocionalmente desde hace dias,triste
ultimamente todo salio mal por todo lo que paso,triste
ahora mismo me siento furioso por todo lo que paso,enojo
hoy me preocupa el futuro por todo lo que pasa,miedo
siento una soledad enorme que me pesa,triste
hoy no aguanto mas y no se que hacer,enojo
la verdad hoy fue maravilloso,feliz
me da pavor la incertidumbre que siento y no puedo calmarlo,miedo
estoy muy deprimido en este momento y no se como seguir,triste
estoy muy asustado con lo que dijiste de verdad,miedo
sinceramente me duele mucho todo lo que ocurrio,triste
sinceramente me aterra no saber como va a terminar de verdad,miedo
sinceramente me duele mucho lo que me dijeron y no lo puedo superar,triste
la verdad estoy muy contento por todo lo que paso,feliz
me aterra la idea de perder todo y no puedo calmarlo,miedo
ahora mismo estoy demasiado molesto esta semana,enojo
eres un maleducado sin remedio y me parece muy mal,enojo
ultimamente me siento decepcionado ultimamente,triste
en este momento tengo miedo de hablar en este momento,miedo
ahora mismo no se que va a pasar desde hace dias,miedo
me siento muy solo y abandonado y no lo puedo superar,triste
lo que pasa es que eres un desconsiderado y me parece muy mal,enojo
lo que es cierto es que estoy muy emocionado con esto y es lo mejor que me paso,feliz
honestamente todo me irrita y eso empeora todo,enojo
la verdad es que que buen momento para estar feliz en serio,feliz
la verdad no aguanto mas ultimamente,enojo
te digo que siento que perdi algo muy importante de verdad,triste
en serio me molesta tu actitud de siempre de verdad,enojo
la verdad me siento incomodo con esto,miedo
definitivamente me siento increible desde hace dias,feliz
estoy muy feliz con el resultado,feliz
siento un temor constante que no desaparece y no puedo calmarlo,miedo
honestamente me produce rabia pensar en lo que hiciste,enojo
tengo panico ultimamente,miedo
sinceramente siento una ansiedad tremenda ahora y no se que hacer,miedo
hoy me siento muy triste y no se que hacer,triste
me siento tranquilo y feliz,feliz
me da mucho miedo lo que puede pasar,miedo
desde ayer hoy fue un mal dia y me afecta mucho,triste
ultimamente todo esta mejorando ultimamente,feliz
ultimamente me siento vacio desde hace dias,triste
ahora mismo tengo panico y eso me preocupa,miedo
te digo que estoy muy agradecido con todos y estoy muy agradecido,feliz
ultimamente me siento feliz hoy,feliz
tengo miedo de no poder salir adelante de verdad,miedo
la verdad es que estoy muy triste con lo que resulto,triste
la verdad me siento nervioso otra vez,miedo
lo que es cierto es que me siento muy contento con el equipo,feliz
estoy muy decaido y sin fuerzas,triste
la verdad nada tiene sentido y no se que hacer,triste
la verdad nada tiene sentido por todo lo que paso,triste
la verdad es que no voy a permitir que me hagas eso en serio,enojo
siento mucho miedo en este momento,miedo
hoy todo esta funcionando bien y no se que hacer,feliz
siento una pena muy grande por eso,triste
sinceramente me tienen harto con tanta mentira y ya me canse,enojo
definitivamente nada tiene sentido ultimamente,triste
te digo que que dia tan maravilloso fue hoy sin duda,feliz
te digo que estoy muy bajo de animo y sin ganas,triste
que buenas noticias me llegaron hoy y estoy muy contento,feliz
ultimamente no aguanto mas y no se que hacer,enojo
definitivamente recibi buenas noticias ultimamente,feliz
la verdad todo esta mejorando y no se que hacer,feliz
la verdad hoy fue un gran dia y me afecta mucho,feliz
lo que pasa es que estoy muy triste y no se que hacer y no se como seguir,triste
sinceramente estoy muy apenado por lo que paso y no lo puedo superar,triste
sinceramente estoy muy nervioso con todo lo que pasa,miedo
que problema tan absurdo en este momento,enojo
desde ayer estoy agradecido por todo ultimamente,feliz
mira no entiendo tu actitud para nada de verdad,enojo
es que estoy muy nervioso por los resultados y no se que hacer,miedo
sinceramente tengo ansiedad desde hace dias,miedo
siento mucha ansiedad por lo desconocido,miedo
siento tristeza cuando pienso en eso y no lo puedo superar,triste
estoy muy nervioso con todo lo que pasa y no puedo calmarlo,miedo
oye me molesta mucho tu actitud sin excusas,enojo
desde ayer todo me hace enojar en este momento,enojo
hoy todo salio perfecto,feliz
mira me indigna tu forma de actuar,enojo
es que estoy muy nervioso por los resultados,miedo
hoy todo esta saliendo bien en este momento,feliz
no puedo creer que me cansas con tanta excusa y no lo entiendo,enojo
me saca de mis casillas esto y no lo voy a tolerar,enojo
tengo mucho temor de lo que viene y no se que hacer,miedo
estoy muy feliz con los resultados y es lo mejor que me paso,feliz
de verdad eso me parece una irresponsabilidad total y me parece muy mal,enojo
hoy estoy cansado mentalmente desde hace dias,triste
siento que estoy muy solo en todo esto,triste
la verdad estoy agotado emocionalmente y me afecta mucho,triste
realmente recibi buenas noticias y me afecta mucho,feliz
la verdad estoy agotado emocionalmente y no se que hacer,triste
estoy muy asustado con lo que se avecina,miedo
la verdad me siento destruido en este momento,triste
hoy me siento vulnerable por todo lo que paso,miedo
en serio me entristece mucho la distancia entre nosotros y me duele mucho,triste
estoy muy decaido y no quiero hablar,triste
sinceramente estoy harto de todo todo el tiempo,enojo
realmente todo me da miedo en este momento,miedo
ahora mismo estoy disfrutando mucho otra vez,feliz
en serio que manera tan irresponsable de actuar de verdad,enojo
en este momento me siento derrotado en este momento,triste
lo que es cierto es que que buena noticia me alegra el dia y es lo mejor que me paso,feliz
sabes que que maravilloso es sentirse asi y estoy muy agradecido,feliz
hoy estoy agotado emocionalmente esta semana,triste
sinceramente me siento increible en este momento,feliz
me siento horrible hoy ultimamente,triste
sabes que que alegria tan grande la mia sin duda,feliz
desde ayer estoy pasando un gran momento todo el tiempo,feliz
que fastidio me da esta situacion y me parece muy mal,enojo
definitivamente tengo miedo de fallar y no se que hacer,miedo
la verdad me siento incomodo con esto otra vez,miedo
la verdad me siento muy feliz,feliz
sinceramente me siento motivado con todo lo que paso,feliz
no puedo evitar que estoy muy angustiado con las posibilidades de verdad,miedo
ya no se que hacer esta semana,triste
en este momento tengo mucho miedo por todo lo que pasa,miedo
me enferma tu comportamiento y eso no esta bien,enojo
en serio que buena noticia para terminar el dia y es lo mejor que me paso,feliz
estoy muy satisfecho con mis decisiones y estoy muy agradecido,feliz
me duele mucho saber que ya no esta de verdad,triste
desde ayer me preocupa el futuro,miedo
te digo que me da terror lo que pueda pasar despues y eso me preocupa mucho,miedo
me asusta mucho pensar en el futuro,miedo
oye que fastidio me da esta situacion y no lo voy a tolerar,enojo
me duele mucho haberlo perdido y no lo puedo superar,triste
estoy muy decaido y no quiero hablar de verdad,triste
en este momento todo salio mal en este momento,triste
estoy muy angustiado con todo esto,miedo
hoy me alegra mucho el resultado final de verdad,feliz
no puedo creer que me parece increible tu actitud,enojo
ahora mismo esto es injusto todo el tiempo,enojo
ultimamente me hicieron perder el tiempo de verdad,enojo
ahora mismo estoy emocionado y me encanta,feliz
definitivamente todo esta mejorando otra vez,feliz
ultimamente hoy fue maravilloso esta semana,feliz
hoy me siento motivado por todo lo que paso,feliz
que impotencia siento ahora y no lo voy a tolerar,enojo
lo que pasa es que estoy muy triste con el resultado de verdad,triste
me da miedo no poder controlarlo y no se que hacer,miedo
te digo que tengo panico de enfrentar esto solo,miedo
te digo que tengo miedo de que las cosas empeoren y no puedo calmarlo,miedo
me asusta mucho la incertidumbre,miedo
en serio siento que nada tiene sentido ahora y me duele mucho,triste
la verdad es que estoy muy apagado y sin energia y quisiera que no fuera así,triste
estoy muy angustiado sin encontrar salida,miedo
que descarado eres en serio sin excusas,enojo
no se puede confiar en ti sin excusas,enojo
no puedo creer que no puedo creer lo que hiciste y ya me canse,enojo
todo me irrita desde hace dias,enojo
la verdad es que me aterra quedarme sin opciones y me tiene muy nervioso,miedo
me tienes agotado con tus cosas y eso no esta bien,enojo
desde ayer ya no quiero hablar todo el tiempo,triste
me entristece mucho la situacion,triste
que dia tan especial fue hoy para mi de verdad,feliz
ultimamente me sacaron la paciencia ultimamente,enojo
tengo miedo de que lo peor esta por venir y me tiene muy nervioso,miedo
me da mucho miedo la situacion actual y me tiene muy nervioso,miedo
hoy me siento muy bien por todo y no lo puedo creer,feliz
lo que pasa es que eres una persona muy egoista,enojo
realmente me siento inseguro otra vez,miedo
la verdad es que estoy muy apagado y sin energia y no lo puedo superar,triste
la verdad es que estoy muy triste y sin animo de nada y no se como seguir,triste
ultimamente me siento sin energia otra vez,triste
siento que las cosas nunca mejoran y quisiera que no fuera así,triste
la verdad es que que buena experiencia vivimos juntos de verdad,feliz
de verdad estoy muy bajo de animo y sin ganas y no lo puedo superar,triste
sinceramente estoy demasiado preocupado en este momento,miedo
estoy muy nervioso y asustado y no puedo calmarlo,miedo
te digo que que bonita sorpresa me llevé hoy y estoy muy contento,feliz
honestamente siento una rabia horrible ahora mismo en serio,enojo
ultimamente todo me da miedo desde hace dias,miedo
de verdad siento una tristeza que no puedo superar,triste
me da pavor pensar en eso y no se que hacer,miedo
en este momento me siento muy triste desde hace dias,triste
estoy muy nervioso y asustado por todo y no puedo calmarlo,miedo
estoy muy triste con lo que paso y me duele mucho,triste
